,perplexities,input,skill
4978,560.5515747070312,i want to learn to ensure customer orientation, ensure cusmer orientation
10724,560.330810546875,i want to learn to provide secured transportation, provide secured transportation
4168,559.6884155273438,i want to learn to crop production principles, crop production principles
11513,559.5637817382812,i want to learn to periodisation, periodisation
1622,559.3353881835938,i want to learn to shipping industry, shipping industry
8930,559.1962280273438,i want to learn to oversee cargo storage requirements, oversee cargo srage requirements
1296,559.1181030273438,i want to learn to perform wagon coupling, perform wagon coupling
11962,559.0941162109375,i want to learn to route correspondence to business departments, route correspondence  business departments
9759,559.0280151367188,i want to learn to prepare rubber sheets, prepare rubber sheets
382,558.8174438476562,i want to learn to respect publication formats, respect publication formats
11924,558.679443359375,i want to learn to types of tyres, types of tyres
5143,558.5947265625,i want to learn to lay pipe installation, lay pipe installation
7039,558.486572265625,i want to learn to plan rig moves, plan rig moves
8840,558.432861328125,i want to learn to evaluate mine development projects, evaluate mine development projects
259,558.4120483398438,i want to learn to knitting machine technology, knitting machine technology
10854,558.3547973632812,i want to learn to laws regulating serving alcoholic drinks, laws regulating serving alcoholic drinks
5463,558.274658203125,i want to learn to electrical power safety regulations, electrical power safety regulations
13083,558.2677001953125,i want to learn to prepare assembly drawings, prepare assembly drawings
6723,558.1755981445312,i want to learn to install metal gas piping, install metal gas piping
406,558.1104125976562,i want to learn to monitor conditions affecting train movement, monir conditions affecting train movement
4083,558.006103515625,i want to learn to consultation, consultation
9710,557.7903442382812,i want to learn analyse weather forecast,analyse weather forecast
9842,557.7619018554688,i want to learn to operate paper drying cylinders, operate paper drying cylinders
5896,557.5148315429688,i want to learn to composition of diets, composition of diets
11963,557.4829711914062,i want to learn to office furniture products, office furniture products
12549,557.0809326171875,i want to learn to interrupt diving operations when necessary, interrupt diving operations when necessary
710,557.0596923828125,i want to learn to hammer cotton and oakum into seams, hammer cotn and oakum in seams
10530,557.0115966796875,i want to learn to manufacturing of door furniture from metal, manufacturing of door furniture from metal
6433,557.0025634765625,i want to learn to online ads campaign techniques, online ads campaign techniques
13331,556.682861328125,i want to learn to public housing legislation, public housing legislation
3340,556.58544921875,i want to learn to editorial standards, edirial standards
646,556.5286865234375,i want to learn to cultural customs on food preparation, cultural cusms on food preparation
7159,556.4880981445312,i want to learn to position stair carriage, position stair carriage
11587,556.3825073242188,i want to learn to common aviation safety regulations, common aviation safety regulations
12120,556.104248046875,i want to learn to psychological concepts, psychological concepts
5974,556.0379638671875,i want to learn to clamp tyre into mould, clamp tyre in mould
12809,555.4854125976562,i want to learn to feed press cylinders, feed press cylinders
13268,555.4102172851562,i want to learn to level earth surface, level earth surface
1134,555.25,i want to learn electric clocks,electric clocks
9516,554.9567260742188,i want to learn to apply footwear uppers pre-assembling techniques, apply footwear uppers pre-assembling techniques
12871,554.5152587890625,i want to learn ICT environmental policies,ICT environmental policies
12191,554.1901245117188,i want to learn to veterinary clinical sciences, veterinary clinical sciences
11646,554.0358276367188,i want to learn to publishing strategy, publishing strategy
9123,553.9848022460938,i want to learn to types of waste collection vehicles, types of waste collection vehicles
7102,553.5509643554688,i want to learn to install stretch ceiling, install stretch ceiling
2982,553.3390502929688,i want to learn to laboratory equipment, laborary equipment
5411,553.323486328125,i want to learn to ensure maintenance of the advertising furniture, ensure maintenance of the advertising furniture
1465,553.2247924804688,i want to learn to practice circus disciplines, practice circus disciplines
13684,552.8825073242188,i want to learn to safe street sweeping procedures in traffic, safe street sweeping procedures in traffic
5383,552.657958984375,i want to learn to footwear equipments, footwear equipments
1691,552.6508178710938,i want to learn to leather goods manufacturing processes, leather goods manufacturing processes
6736,552.6505737304688,i want to learn analyse ICT system,analyse ICT system
13507,552.5798950195312,i want to learn to medical dispatch, medical dispatch
214,552.4969482421875,i want to learn to manage freight payment methods, manage freight payment methods
12708,552.4703369140625,i want to learn to conduct textile testing operations, conduct textile testing operations
6034,552.4429321289062,i want to learn to inspect repaired tyres, inspect repaired tyres
10449,552.1626586914062,i want to learn to monitor merchandise delivery, monir merchandise delivery
5582,552.043701171875,i want to learn to test pharmaceutical process, test pharmaceutical process
9913,551.834716796875,i want to learn to coating machine parts, coating machine parts
8192,551.8310546875,i want to learn to inspect printing output, inspect printing output
8667,551.75,i want to learn to ensure correct signalling during rail maintenance, ensure correct signalling during rail maintenance
11457,551.6721801757812,i want to learn to install electrical mining machinery, install electrical mining machinery
9142,551.5401000976562,i want to learn to use warp knitting technologies, use warp knitting technologies
9758,551.0703125,i want to learn to configuration of the tote room hardware, configuration of the te room hardware
2532,551.0254516601562,i want to learn to landscape architectural instruments, landscape architectural instruments
2768,550.5760498046875,i want to learn to hazards associated with loading dangerous goods, hazards associated with loading dangerous goods
1895,550.557373046875,i want to learn to timber products, timber products
13797,550.5088500976562,i want to learn to manage veterinary practice waiting area, manage veterinary practice waiting area
13319,550.357421875,i want to learn to components of clocks, components of clocks
10353,550.2791748046875,i want to learn to security panels, security panels
7984,550.2466430664062,i want to learn to plot lighting states with automated lights, plot lighting states with aumated lights
3255,550.2135620117188,i want to learn to types of asphalt coverings, types of asphalt coverings
4257,550.1865844726562,i want to learn to food toxicity, food xicity
3284,550.0819091796875,i want to learn to banking activities, banking activities
7909,550.0394287109375,i want to learn to assemble manufactured pipeline parts, assemble manufactured pipeline parts
6882,549.9950561523438,i want to learn to prepare kiln schedules, prepare kiln schedules
5707,549.83642578125,i want to learn to maintain lottery equipment, maintain lottery equipment
3648,549.8159790039062,i want to learn to schedule recreation facilities, schedule recreation facilities
9417,549.779296875,i want to learn to pharmaceutical chemistry, pharmaceutical chemistry
13881,549.6888427734375,i want to learn control train movement,control train movement
1755,549.6430053710938,i want to learn to assess transport risks, assess transport risks
2333,549.4860229492188,i want to learn to follow up nutrition care plan, follow up nutrition care plan
634,549.4736938476562,i want to learn to sales argumentation, sales argumentation
13700,549.3204345703125,i want to learn to install deicing boot, install deicing boot
3228,549.304443359375,i want to learn to direct amusement park clients, direct amusement park clients
8014,549.2198486328125,i want to learn to beverage products, beverage products
4695,549.2036743164062,i want to learn to locking mechanisms, locking mechanisms
7934,549.0776977539062,i want to learn to acquire system component, acquire system component
5941,548.9501953125,i want to learn to follow evaluation procedures of materials at reception, follow evaluation procedures of materials at reception
6148,548.87060546875,i want to learn to ensure correct goods labelling, ensure correct goods labelling
992,548.7340087890625,i want to learn to radioactive contamination, radioactive contamination
11521,548.6968383789062,i want to learn to blast surface, blast surface
5761,548.6322631835938,i want to learn to specify landscape design components, specify landscape design components
1595,548.5851440429688,i want to learn to solution deployment, solution deployment
7410,548.574462890625,i want to learn to forecast workload, forecast workload
11574,548.2974853515625,i want to learn to analyse staff capacity, analyse staff capacity
1206,548.2820434570312,i want to learn to inspect heavy underground mining machinery, inspect heavy underground mining machinery
7594,547.9678955078125,i want to learn to tend to passenger belongings, tend  passenger belongings
2276,547.4108276367188,i want to learn to write rail defect records, write rail defect records
10480,547.320556640625,i want to learn to clean engraved areas, clean engraved areas
12055,547.1337280273438,i want to learn to decide on fragrance titles, decide on fragrance titles
12301,547.1300659179688,i want to learn to design ventilation network, design ventilation network
4521,546.9584350585938,i want to learn to model electromagnetic products, model electromagnetic products
13698,546.8898315429688,i want to learn to packaging processes, packaging processes
9495,546.5459594726562,i want to learn to photographic processing techniques, phographic processing techniques
1291,546.4782104492188,i want to learn to read railway circuit plans, read railway circuit plans
9608,546.4071044921875,i want to learn to instruct on circus rigging equipment, instruct on circus rigging equipment
6992,546.3911743164062,i want to learn to sports competition information, sports competition information
11214,546.3682861328125,i want to learn to handle touristic quantitative data, handle uristic quantitative data
2845,546.362548828125,i want to learn to research taxation procedures, research taxation procedures
13544,546.1575317382812,i want to learn to lead inspections, lead inspections
13137,545.6268310546875,i want to learn to evaluate textile characteristics, evaluate textile characteristics
10924,545.6236572265625,i want to learn to types of sugars, types of sugars
8237,545.5596923828125,i want to learn to maintain turf management equipment, maintain turf management equipment
5817,545.2247314453125,i want to learn to ensure equipment availability, ensure equipment availability
6892,545.2080688476562,i want to learn to types of toilets, types of ilets
12468,545.0853881835938,i want to learn to issue waivers, issue waivers
782,544.9868774414062,i want to learn control animal movement,control animal movement
1931,544.8567504882812,i want to learn to tend discharge conveyor, tend discharge conveyor
4069,544.7221069335938,i want to learn to inspect worn tyres, inspect worn tyres
4698,544.6878662109375,i want to learn to manage shipment risks, manage shipment risks
3175,544.5034790039062,i want to learn to publishing industry, publishing industry
1091,544.4590454101562,i want to learn to telecommunications engineering, telecommunications engineering
108,544.325927734375,i want to learn to develop script bible, develop script bible
10060,544.0765380859375,i want to learn to examine trusts, examine trusts
371,543.8931274414062,i want to learn to stock tobacco products' machines, sck bacco products' machines
12550,543.8045043945312,i want to learn to plot shipping navigation routes, plot shipping navigation routes
12073,543.7171020507812,i want to learn to microscopic techniques, microscopic techniques
8545,543.2381591796875,i want to learn to implement procurement of innovation, implement procurement of innovation
473,542.7889404296875,i want to learn to prepare railway technical studies, prepare railway technical studies
12886,542.7205810546875,i want to learn to maintain the veterinary reception area, maintain the veterinary reception area
8873,542.5200805664062,i want to learn to handle mining plant waste, handle mining plant waste
7548,542.5138549804688,i want to learn to operate pulp control machine, operate pulp control machine
250,542.38037109375,i want to learn to operate warehouse record systems, operate warehouse record systems
13640,541.9972534179688,i want to learn to operate concrete mixer truck, operate concrete mixer truck
12415,541.8233032226562,i want to learn to electrical equipment components, electrical equipment components
12744,541.7391357421875,i want to learn to metal smoothing technologies, metal smoothing technologies
2817,541.6564331054688,i want to learn to communicate on merchandise visual display, communicate on merchandise visual display
63,541.2831420898438,i want to learn to assess railway operations, assess railway operations
9601,541.1747436523438,i want to learn to operate thickness planer machine, operate thickness planer machine
10147,541.08642578125,i want to learn to run preventive simulations, run preventive simulations
4885,540.8661499023438,i want to learn to install drainage well systems, install drainage well systems
12284,540.7403564453125,i want to learn to instructional design models, instructional design models
11996,540.6799926757812,i want to learn to manage manufacturing documentation, manage manufacturing documentation
10495,540.6068115234375,i want to learn to develop optical test procedures, develop optical test procedures
3777,540.4320678710938,i want to learn to inspect maritime operations, inspect maritime operations
6698,540.3632202148438,i want to learn to perform frames' repairs, perform frames' repairs
8136,540.3279418945312,i want to learn to perform escalation procedure, perform escalation procedure
1770,540.2854614257812,i want to learn to communicate expectations of fight actions, communicate expectations of fight actions
8833,540.1061401367188,i want to learn to approve reports for artistic project, approve reports for artistic project
2344,539.961181640625,i want to learn to theory of constraints, theory of constraints
7620,539.7783813476562,i want to learn to maritime transportation technology, maritime transportation technology
13092,539.6569213867188,i want to learn to prepare examination room for radiation treatment, prepare examination room for radiation treatment
12077,539.6435546875,i want to learn to ensure material compliance, ensure material compliance
10652,539.4063110351562,i want to learn to present exhibition, present exhibition
1401,539.399169921875,i want to learn to car cleaning procedures, car cleaning procedures
13255,539.1224365234375,i want to learn to test lift operation, test lift operation
11373,539.1072998046875,i want to learn to exercise neutrality in mediation cases, exercise neutrality in mediation cases
10641,538.89990234375,i want to learn to parts of metal rolling mill, parts of metal rolling mill
8454,538.5009765625,i want to learn ABBYY FineReader,ABBYY FineReader
1539,538.2136840820312,i want to learn to monitor ingredient storage, monir ingredient srage
4095,538.1482543945312,i want to learn to organise irrigation, organise irrigation
12044,537.9135131835938,i want to learn to maintain theatre sets, maintain theatre sets
2652,537.6716918945312,i want to learn to provide department schedule for staff, provide department schedule for staff
7169,537.62939453125,i want to learn to artificial lighting systems, artificial lighting systems
2822,537.59423828125,i want to learn analyse processes influencing health care delivery,analyse processes influencing health care delivery
8937,537.4586791992188,i want to learn to maintain specified water characteristics, maintain specified water characteristics
8762,537.2752075195312,i want to learn to inspect contracts for related grounds maintenance work, inspect contracts for related grounds maintenance work
8273,537.2551879882812,i want to learn analyse supply chain strategies,analyse supply chain strategies
12841,537.2439575195312,i want to learn to plan evaluation , plan evaluation 
11085,537.1912231445312,i want to learn to verify visitor identification, verify visir identification
12740,537.075927734375,i want to learn to compute irrigation pressure, compute irrigation pressure
5104,537.0528564453125,i want to learn to articulate artistic proposal, articulate artistic proposal
13652,537.033935546875,i want to learn to maintain refuse collection equipment, maintain refuse collection equipment
1681,536.9058837890625,i want to learn to select visitor routes, select visir routes
13079,536.515869140625,i want to learn to adapt energy distribution schedules, adapt energy distribution schedules
12189,536.3363037109375,i want to learn to provide health psychological concepts, provide health psychological concepts
12063,536.30615234375,i want to learn to standard sizing systems for clothing, standard sizing systems for clothing
13826,536.172119140625,i want to learn to theatre techniques, theatre techniques
10546,535.9193725585938,i want to learn to anthropology, anthropology
4933,535.8629150390625,i want to learn to store design layout, sre design layout
6205,535.7964477539062,i want to learn to proofing methods, proofing methods
1242,535.5770263671875,i want to learn to examine budgets, examine budgets
8952,535.5206298828125,i want to learn to process incoming construction supplies, process incoming construction supplies
12945,535.51806640625,i want to learn split animal carcasses,split animal carcasses
11431,535.3482666015625,i want to learn to advise on merchandise features, advise on merchandise features
8351,535.3189086914062,i want to learn to business process modelling, business process modelling
10402,535.0836181640625,i want to learn to types of metal manufacturing processes, types of metal manufacturing processes
2295,534.8840942382812,i want to learn analyse energy consumption,analyse energy consumption
6275,534.8387451171875,i want to learn to apply preservation treatments, apply preservation treatments
6403,534.7622680664062,i want to learn to vessel electrical system, vessel electrical system
11429,534.3635864257812,i want to learn to maintain railway signal equipment, maintain railway signal equipment
3836,534.3143920898438,i want to learn to manage airport vehicle licences, manage airport vehicle licences
5798,534.1526489257812,i want to learn to food products composition, food products composition
6570,534.0894775390625,i want to learn to monitor programming finances, monir programming finances
3064,533.7765502929688,i want to learn to conveyancing, conveyancing
10891,533.760498046875,i want to learn to electrical testing methods, electrical testing methods
5009,533.5877685546875,i want to learn to interpret requests for imaging examinations, interpret requests for imaging examinations
8950,533.56201171875,i want to learn to wine related sciences, wine related sciences
2823,533.4307861328125,i want to learn to estimate repair priority, estimate repair priority
10717,533.1932373046875,i want to learn to secure crane, secure crane
7415,533.0526733398438,i want to learn to rehabilitation, rehabilitation
3213,532.8267822265625,i want to learn to types of optical instruments, types of optical instruments
6291,532.6357421875,i want to learn to candle making techniques, candle making techniques
3937,532.5948486328125,i want to learn to grading systems, grading systems
10505,532.5905151367188,i want to learn to manage hospitality revenue, manage hospitality revenue
12600,532.54833984375,i want to learn to prepare production prototypes, prepare production protypes
13274,532.2455444335938,i want to learn to operate flexographic printing machine, operate flexographic printing machine
12186,532.1605224609375,i want to learn to clean ride units, clean ride units
7997,532.106689453125,i want to learn to use reservoir surveillance, use reservoir surveillance
13876,532.1036376953125,i want to learn to types of drill bits, types of drill bits
1308,531.9555053710938,i want to learn to automotive diagnostic equipment, aumotive diagnostic equipment
7206,531.79443359375,i want to learn to victimology, victimology
13440,531.51025390625,i want to learn to pleat fabrics, pleat fabrics
2871,531.4423828125,i want to learn to monitor well safety, monir well safety
7136,531.4141845703125,i want to learn to sociology applied to paramedical science, sociology applied  paramedical science
5566,531.3977661132812,i want to learn to inspect carrier documents, inspect carrier documents
1516,531.2644653320312,i want to learn analyse client's physical condition,analyse client's physical condition
11980,531.1965942382812,i want to learn to monitor powdered ingredients, monir powdered ingredients
6395,531.080322265625,i want to learn to plan facilities management policies, plan facilities management policies
10984,530.9552001953125,i want to learn ICT system user requirements,ICT system user requirements
3270,530.8876953125,i want to learn to train dental technician staff, train dental technician staff
1217,530.8557739257812,i want to learn to water chemistry analysis, water chemistry analysis
6090,530.827392578125,i want to learn to test starch samples, test starch samples
5313,530.7747802734375,i want to learn to develop footwear collection, develop footwear collection
9750,530.6011352539062,i want to learn to conduct leather finishing operations, conduct leather finishing operations
3003,530.5065307617188,i want to learn to manage cellar stocks, manage cellar scks
12785,530.13330078125,i want to learn to maintain finishing units, maintain finishing units
11806,529.8687133789062,i want to learn to female reproductive system pathology, female reproductive system pathology
6125,529.7476806640625,i want to learn to environmental legislation, environmental legislation
8647,529.4817504882812,i want to learn to trading law, trading law
1345,529.3292846679688,i want to learn to assess environmental plans against financial costs, assess environmental plans against financial costs
5976,529.203369140625,i want to learn to manage mine ventilation, manage mine ventilation
2626,528.91552734375,i want to learn to manage rubber products development, manage rubber products development
9445,528.7727661132812,i want to learn to petroleum, petroleum
5860,528.70849609375,i want to learn to maintain blocking notes, maintain blocking notes
9756,528.6248168945312,i want to learn to lead claim examiners, lead claim examiners
7381,528.5786743164062,i want to learn to green bonds, green bonds
10057,528.4929809570312,i want to learn to drive metal sheet piles, drive metal sheet piles
2227,528.4174194335938,i want to learn to allocate bills, allocate bills
19,528.3274536132812,i want to learn to design biomass installations, design biomass installations
1652,528.2644653320312,i want to learn to assess waste type, assess waste type
8714,528.0886840820312,i want to learn to monitor assessment, monir assessment
456,528.06298828125,i want to learn to produce statistical financial records, produce statistical financial records
9436,527.9537353515625,i want to learn to monitor therapeutic progress, monir therapeutic progress
3594,527.82861328125,i want to learn to perform ground maintenance activities, perform ground maintenance activities
13306,527.778076171875,i want to learn analyse your expertise,analyse your expertise
1436,527.730712890625,i want to learn to operate bucket wheel excavator, operate bucket wheel excavar
2105,527.1019897460938,i want to learn to welcome spectators, welcome spectars
4414,527.0979614257812,i want to learn to ensure sentence execution, ensure sentence execution
5716,526.8973999023438,i want to learn to organise facility activities, organise facility activities
4041,526.8301391601562,i want to learn to tend pug mills, tend pug mills
11817,526.6231689453125,i want to learn to manage recreational facility, manage recreational facility
13211,526.5204467773438,i want to learn national road network,national road network
7336,526.3545532226562,i want to learn to design wind farm collector systems, design wind farm collecr systems
11267,526.3462524414062,i want to learn to mechanical engineering applicable to edible oil seed, mechanical engineering applicable  edible oil seed
1973,526.2963256835938,i want to learn to coordinate forestry research, coordinate forestry research
10191,526.036376953125,i want to learn to apply socially just working principles, apply socially just working principles
13561,525.99169921875,i want to learn to prepare resin bath, prepare resin bath
12464,525.9696655273438,i want to learn to types of tile, types of tile
7902,525.926513671875,i want to learn to coordinate marketing plan actions, coordinate marketing plan actions
9418,525.7941284179688,i want to learn to define part requirements, define part requirements
9763,525.5171508789062,i want to learn to assemble scenic elements on stage, assemble scenic elements on stage
661,525.5123901367188,i want to learn to undertake clinical audit, undertake clinical audit
12457,525.458251953125,i want to learn announce bingo numbers,announce bingo numbers
2953,525.456787109375,i want to learn to design musical events involving patients, design musical events involving patients
10740,525.4107055664062,i want to learn CA Datacom/DB,CA Datacom/DB
6354,525.3275146484375,i want to learn to leather goods quality, leather goods quality
769,525.3159790039062,i want to learn to conduct sediment control, conduct sediment control
9345,525.04052734375,i want to learn to design database backup specifications, design database backup specifications
8100,524.96337890625,i want to learn clean driers,clean driers
1810,524.4932861328125,i want to learn to feed glass fibre into pultrusion machine, feed glass fibre in pultrusion machine
3901,524.3729858398438,i want to learn to supervision of persons, supervision of persons
6548,524.2777099609375,i want to learn to tend bakery ovens, tend bakery ovens
7692,524.2327270507812,i want to learn to customs regulations for passengers, cusms regulations for passengers
7819,524.2169799804688,i want to learn to thread cemented belts, thread cemented belts
6513,524.2149658203125,i want to learn to use of air traffic services document, use of air traffic services document
10875,524.2034301757812,i want to learn to ensure envelope quality, ensure envelope quality
12139,524.1807250976562,i want to learn to manage different ceramic firing techniques, manage different ceramic firing techniques
10823,524.073974609375,i want to learn to administer chemicals for beverage clarification, administer chemicals for beverage clarification
529,524.0140380859375,i want to learn to visual flight rules, visual flight rules
11515,524.007080078125,i want to learn to examine civil structures, examine civil structures
3600,523.7307739257812,i want to learn to anticipate transport demand, anticipate transport demand
8905,523.5819702148438,i want to learn to inspect optical supplies, inspect optical supplies
1744,523.564208984375,i want to learn to footwear bottoms pre-assembly, footwear botms pre-assembly
8784,523.3932495117188,i want to learn to parallel park vehicles, parallel park vehicles
1464,523.3568115234375,i want to learn to load bulk trucks, load bulk trucks
7709,523.3460693359375,i want to learn to monitor grounds, monir grounds
7976,523.1076049804688,i want to learn to document restoration, document resration
12449,523.079345703125,i want to learn to adjust solutions' consistency, adjust solutions' consistency
10836,523.0733642578125,i want to learn to determine production feasibility, determine production feasibility
8093,523.0494384765625,i want to learn to types of wallpaper, types of wallpaper
12525,522.96240234375,i want to learn to climbing equipment, climbing equipment
2656,522.845703125,i want to learn to concentrate pulp slurry, concentrate pulp slurry
10659,522.77587890625,i want to learn CAD for footwear,CAD for footwear
11305,522.7337646484375,i want to learn to cooperate in linguistic process steps, cooperate in linguistic process steps
6421,522.7257690429688,i want to learn to fundamental veterinary sciences, fundamental veterinary sciences
7130,522.5406494140625,i want to learn to weigh merchandise, weigh merchandise
9018,522.523193359375,i want to learn to determine medical images' diagnostic suitability, determine medical images' diagnostic suitability
9751,522.5065307617188,i want to learn to precision measuring instruments, precision measuring instruments
11202,522.4539794921875,i want to learn to diagnose hearing impairement, diagnose hearing impairement
8575,522.435546875,i want to learn id Tech,id Tech
781,522.4093627929688,i want to learn to electronic test procedures, electronic test procedures
7697,522.191162109375,i want to learn to packaging functions, packaging functions
12813,521.9078979492188,i want to learn to develop audit plan, develop audit plan
11284,521.794189453125,i want to learn to push anodising tank air bar, push anodising tank air bar
7602,521.7545776367188,i want to learn spray slabs,spray slabs
5839,521.7349853515625,i want to learn to office administration, office administration
12720,521.4628295898438,i want to learn to replicate customer software issues, replicate cusmer software issues
9254,521.4081420898438,i want to learn insert wick,insert wick
4988,521.1727905273438,i want to learn to handle shipment paperwork, handle shipment paperwork
8283,521.0713500976562,i want to learn to apply ICT system usage policies, apply ICT system usage policies
3051,521.026123046875,i want to learn to monitor textile manufacturing developments, monir textile manufacturing developments
2525,520.7047729492188,i want to learn to snap chalk line, snap chalk line
10195,520.6600952148438,i want to learn to provide protective escort, provide protective escort
6363,520.6568603515625,i want to learn to transcription methods, transcription methods
5693,520.503173828125,i want to learn to personality development theories, personality development theories
3931,520.4600219726562,i want to learn to software components libraries, software components libraries
6404,520.4182739257812,i want to learn to prevent pipeline deterioration, prevent pipeline deterioration
11038,520.2664184570312,i want to learn to distribute pensions, distribute pensions
9583,520.0382690429688,i want to learn to prepare land for turf laying, prepare land for turf laying
12531,520.0001220703125,i want to learn to reduce business mobility costs, reduce business mobility costs
8097,519.9418334960938,i want to learn to thread rolling machine parts, thread rolling machine parts
12092,519.818603515625,i want to learn to monitor tunnel boring machine supplies, monir tunnel boring machine supplies
10452,519.7288818359375,i want to learn to repair furniture machinery, repair furniture machinery
10475,519.6143798828125,i want to learn to tend laser beam welding machine, tend laser beam welding machine
12436,519.4987182617188,i want to learn to radiochemistry, radiochemistry
5645,519.4632568359375,i want to learn to trademarks, trademarks
5574,519.228759765625,i want to learn to maintain material handling equipment, maintain material handling equipment
1350,518.8192138671875,i want to learn to inspect government expenditures, inspect government expenditures
7074,518.7459106445312,i want to learn to manage flight data communications programme, manage flight data communications programme
100,518.7256469726562,i want to learn to assemble circus rigging equipment, assemble circus rigging equipment
10802,518.64111328125,i want to learn to prepare printing form, prepare printing form
8486,518.56640625,i want to learn to anodising specifications, anodising specifications
2959,518.4736938476562,i want to learn to funding methods, funding methods
7531,518.4175415039062,i want to learn to rebuff tyre, rebuff tyre
7707,518.394287109375,i want to learn to manage vehicle cleaning plan, manage vehicle cleaning plan
11591,518.229736328125,i want to learn to diving equipment, diving equipment
6822,518.189697265625,i want to learn to operate private branch exchange, operate private branch exchange
9667,517.9984741210938,i want to learn to reduce dots, reduce dots
11543,517.9883422851562,i want to learn to coordinate efforts of stakeholders for destination promotion, coordinate efforts of stakeholders for destination promotion
2778,517.98193359375,i want to learn to procurement of ICT network equipment, procurement of ICT network equipment
2381,517.979736328125,i want to learn to develop translation memory software, develop translation memory software
11451,517.9384765625,i want to learn to assess potential gas yield, assess potential gas yield
5070,517.9364624023438,i want to learn to examine lumber, examine lumber
7786,517.7861328125,i want to learn to understand written Kazakh, understand written Kazakh
3466,517.634033203125,i want to learn to mechanical clocks, mechanical clocks
1212,517.5755615234375,i want to learn to apply proofing membranes, apply proofing membranes
5006,517.5689086914062,i want to learn to develop geological databases, develop geological databases
5368,517.4913940429688,i want to learn to enforce sanitation procedures, enforce sanitation procedures
5610,517.3128051757812,i want to learn to document survey operations, document survey operations
10084,517.2506103515625,i want to learn to understand spoken Kazakh, understand spoken Kazakh
11544,517.1823120117188,i want to learn to connect equipment to wellheads, connect equipment  wellheads
3601,517.0804443359375,i want to learn to textile materials, textile materials
12164,517.0563354492188,i want to learn to medical laboratory technology, medical laborary technology
12893,516.807861328125,i want to learn to assist tree identification, assist tree identification
10590,516.78173828125,i want to learn to monitor loan portfolio, monir loan portfolio
13116,516.7048950195312,i want to learn to prepare survey report, prepare survey report
1797,516.67919921875,i want to learn to develop forestry strategies, develop forestry strategies
11981,516.5725708007812,i want to learn to ensure legal accreditation for forwarding agent operations, ensure legal accreditation for forwarding agent operations
11104,516.5390625,i want to learn to provide health psychological diagnosis, provide health psychological diagnosis
6318,516.4329223632812,i want to learn to dismantle concrete pumps, dismantle concrete pumps
6276,516.3438110351562,i want to learn to handle spectator complaints, handle spectar complaints
2025,516.2433471679688,i want to learn to operate router machinery, operate router machinery
11951,516.2054443359375,i want to learn to maintain safe engineering watches, maintain safe engineering watches
4808,516.163818359375,i want to learn to education law, education law
7536,516.03759765625,i want to learn to tend CNC drilling machine, tend CNC drilling machine
9569,515.8604736328125,i want to learn Parrot Security OS,Parrot Security OS
1878,515.6595458984375,i want to learn to circular economy, circular economy
5809,515.6337280273438,i want to learn to maintenance of ammunition, maintenance of ammunition
8076,515.46533203125,i want to learn Grovo,Grovo
12,515.2743530273438,i want to learn to handle fish harvesting waste, handle fish harvesting waste
1383,515.1928100585938,i want to learn to install roof flashing, install roof flashing
8217,515.1372680664062,i want to learn to verify qualifications of water transport crew, verify qualifications of water transport crew
7949,514.9879760742188,i want to learn to biochemical processes of cider production, biochemical processes of cider production
6081,514.9714965820312,i want to learn to register deeds, register deeds
10047,514.8460693359375,i want to learn to tend textile washing machines, tend textile washing machines
5517,514.7709350585938,i want to learn to marker making, marker making
2292,514.7193603515625,i want to learn to investigate maritime accidents, investigate maritime accidents
12234,514.6859741210938,i want to learn to protective safety equipment, protective safety equipment
9137,514.4183349609375,i want to learn to thermal materials, thermal materials
8739,514.3643798828125,i want to learn to rates of growth assessment, rates of growth assessment
12783,514.3499145507812,i want to learn to law of obligation, law of obligation
11536,514.3300170898438,i want to learn to find written press' issues, find written press' issues
11807,514.1948852539062,i want to learn to category specific expertise, category specific expertise
5988,514.0463256835938,i want to learn to compression moulding machine parts, compression moulding machine parts
13165,514.0257568359375,i want to learn to types of brushes, types of brushes
12984,513.8953247070312,i want to learn to processes performed by tumbling, processes performed by tumbling
8399,513.7821655273438,i want to learn to grade lumber, grade lumber
11760,513.7753295898438,i want to learn to assure quality of tobacco leaves, assure quality of bacco leaves
7768,513.588623046875,i want to learn to brief hospital staff, brief hospital staff
8195,513.577392578125,i want to learn to inspect cabin service equipment, inspect cabin service equipment
3143,513.3854370117188,i want to learn to design drainage well systems, design drainage well systems
5863,513.3665771484375,i want to learn to diagnostic immunology techniques, diagnostic immunology techniques
12039,513.0584716796875,i want to learn to feed concrete mixer, feed concrete mixer
3916,512.9390869140625,i want to learn to manage offset printing process, manage offset printing process
4407,512.8319702148438,i want to learn to road transport legislation, road transport legislation
10976,512.7757568359375,i want to learn to sour gas sweetening processes, sour gas sweetening processes
6526,512.5762939453125,i want to learn to develop aftersale policies, develop aftersale policies
7556,512.5664672851562,i want to learn to create patent draft, create patent draft
3884,512.4658203125,i want to learn to grade engineered wood, grade engineered wood
6927,512.448486328125,i want to learn to advise supervisors, advise supervisors
12697,512.3720092773438,i want to learn to test oxygen purity, test oxygen purity
4603,512.3685913085938,i want to learn to feed the slate mixer, feed the slate mixer
2825,512.3612670898438,i want to learn to report on fuel distribution incidents, report on fuel distribution incidents
1986,512.2410278320312,i want to learn to maintain grading equipment, maintain grading equipment
676,512.075927734375,i want to learn to create collection conservation plan, create collection conservation plan
